id,openai_classification
5679394,Ideal for couples; Business traveler-friendly; Close to cultural attractions  
5711937,Romantic atmosphere; Quiet area; Unique architectural design
5715735,Central location; Family-friendly; Fully equipped kitchen  
5717533,Central location; Close to restaurants and cafes; Ideal for couples  
5717557,Modern apartment; Near major landmarks; Panoramic city views  
5787464,Historic neighborhood; Central location; Close to restaurants and cafes  
5798847,Central location; Near cultural attractions; Stylish and modern decor  
5830974,Central location; Ideal for couples; Business traveler-friendly  
5860909,Quiet area; Ideal for couples; Near public transportation  
5861192,
5865619,Panoramic city views; Family-friendly; Central location  
5866580,Flexible check-in; Includes cleaning service; Near public transportation  
5882166,Accessible for reduced mobility; Central location; Near public transportation
5901548,Central location; Near major landmarks; Panoramic city views  
5922329,Central location; Near public transportation; Close to restaurants and cafes  
5953405,Central location; Cozy atmosphere; Near public transportation  
5966841,Central location; Near major landmarks; Charming old-town vibe  
5974283,Central location; Near public transportation; Family-friendly  
5988109,Central location; Near public transportation; Includes high-speed WiFi  
6022761,Central location; Spacious living areas; Near major landmarks  
6038247,Central location; Near public transportation; Panoramic city views  
6047143,Central location; Panoramic city views; Unique architectural design  
6071308,Central location; Near major landmarks; Quiet area
6081231,Luxury apartment; Panoramic city views; Artistic atmosphere  
6084046,Central location; Near public transportation; Historic neighborhood  
6088768,Central location; Close to restaurants and cafes; Charming old-town vibe  
6147702,Family-friendly; Close to major landmarks; Quiet street  
6173491,Budget-friendly; Includes cleaning service; Near public transportation  
6181597,Quiet area; Fully equipped kitchen; Near public transportation  
6195429,Central location; Near public transportation; Family-friendly  
6211611,Central location; Historic neighborhood; Includes laundry facilities  
6212153,Luxury apartment; Stylish and modern decor; Panoramic city views  
6218739,Central location; Historic neighborhood; Includes laundry facilities
6218745,Central location; Historic neighborhood; Close to restaurants and cafes  
6219087,Central location; Historic neighborhood; Close to restaurants and cafes  
6230782,Family-friendly; Central location; Modern apartment  
6233854,Central location; Near public transportation; Near cultural attractions  
6242033,Quiet area; Close to restaurants and cafes; Near public transportation  
6257547,Central location; Ideal for couples; Suitable for solo travelers  
6266730,Near public transportation; Family-friendly; Fully equipped kitchen  
6279366,Quiet area; Nearby parks or green spaces; Family-friendly  
6280628,Central location; Near cultural attractions; Charming old-town vibe  
6299540,Central location; Close to shopping areas; Good natural lighting
6311596,Central location; Close to restaurants and cafes; Near major landmarks  
6334324,Family-friendly; Close to nightlife; Spacious living areas  
6369659,Central location; Good natural lighting; Cozy atmosphere  
6382321,Unique architectural design; Fully equipped kitchen; Close to public transportation  
6387186,Central location; Close to major landmarks; Cozy atmosphere  
6387568,Budget-friendly; Near public transportation; Suitable for solo travelers  
6403267,Central location; Near cultural attractions; Ideal for couples  
6423163,Central location; Luxury apartment; Fully equipped kitchen  
6445579,Central location; Close to major landmarks; Ideal for couples  
6459423,Charming old-town vibe; Family-friendly; Flexible check-in
6497083,Central location; Stylish and modern decor; Near cultural attractions  
6501721,Central location; Near public transportation; Close to major landmarks  
6517577,Unique architectural design; Artistic atmosphere; Near cultural attractions  
6534286,Spacious living areas; Near public transportation; Safe neighborhood  
6550817,Family-friendly; Near public transportation; Includes breakfast  
6559540,Quiet area; Cozy atmosphere; Fully equipped kitchen  
6613181,Central location; Near major landmarks; Suitable for solo travelers  
6632674,Central location; Cozy atmosphere; Near cultural attractions  
6633377,Ideal for couples; Cozy atmosphere; Central location  
6665639,Central location; Near public transportation; Includes cleaning service
6669839,Central location; Near public transportation; Walkable neighborhood  
6684939,Central location; Close to restaurants and cafes; Ideal for couples  
6701411,Quiet area; Near public transportation; With private parking  
6704008,Quiet area; Close to restaurants and cafes; Nearby parks or green spaces  
6715595,Central location; Luxury apartment; Ideal for couples  
6734254,Central location; Near public transportation; Safe neighborhood  
6754157,Central location; Good natural lighting; Ideal for couples  
6764855,Historic neighborhood; Close to major landmarks; Charming old-town vibe  
6768867,Stylish and modern decor; Luxury apartment; Romantic atmosphere  
6770497,Stylish and modern decor; Luxury apartment; Warm and relaxing ambiance
6773847,Central location; Near public transportation; Family-friendly  
6773886,Luxury apartment; Cozy atmosphere; Central location  
6790042,Near public transportation; Nearby parks or green spaces; Quiet area  
6812359,Central location; Close to restaurants and cafes; Near major landmarks  
6812865,Central location; Close to restaurants and cafes; Near major landmarks  
6815432,Central location; Close to restaurants and cafes; Near major landmarks  
6815443,Central location; Close to restaurants and cafes; Near major landmarks  
6816145,Central location; Near public transportation; Family-friendly  
6827803,Quiet area; Unique architectural design; Near parks or green spaces  
6831715,Central location; Near public transportation; Historic neighborhood
6841809,Modern apartment; Rooftop terrace or balcony; Historic neighborhood  
6847754,Central location; Close to restaurants and cafes; Near public transportation  
6857590,Includes high-speed WiFi; Fully equipped kitchen; Business traveler-friendly  
6879736,Stylish and modern decor; Charming old-town vibe; Near cultural attractions  
6889209,Central location; Near major landmarks; Historic neighborhood  
6927932,Panoramic city views; Near public transportation; Close to restaurants and cafes  
6970071,Central location; Family-friendly; Close to public transportation  
6973285,Historical neighborhood; Unique architectural design; Cozy atmosphere  
7002186,Central location; Close to nightlife; Family-friendly  
7019067,Central location; Cozy atmosphere; Near major landmarks
7021250,Central location; Ideal for couples; Business traveler-friendly  
7021325,Central location; Ideal for couples; Business traveler-friendly  
7042192,Nearby parks or green spaces; Eco-friendly features; Unique architectural design  
7061831,Near public transportation; Family-friendly; Pet-friendly  
7077799,Central location; Historic neighborhood; Luxury apartment  
7079906,Central location; Historic neighborhood; Luxury apartment  
7080353,Central location; Historic neighborhood; Luxury apartment  
7080401,Central location; Historic neighborhood; Luxury apartment  
7147096,Quiet area; Historic neighborhood; Near public transportation  
7152875,Cyclist-friendly area; Scenic walking routes nearby; Near public transportation
7178897,Historic neighborhood; Central location; Quiet area  
7196593,Central location; Close to restaurants and cafes; Ideal for couples  
7215082,Family-friendly; Near public transportation; Cozy atmosphere  
7218932,Central location; Near cultural attractions; Includes high-speed WiFi  
7218941,Central location; Near cultural attractions; Includes high-speed WiFi  
7238602,Cozy atmosphere; Central location; Good natural lighting  
7239297,Central location; Safe neighborhood; Great for food lovers  
7242654,Unique architectural design; Artistic atmosphere; Good natural lighting  
7352200,Quiet area; Central location; Near major landmarks  
7374314,Family-friendly; Central location; Spacious living areas
7377708,Central location; Near major landmarks; Fully equipped kitchen  
7391807,Central location; Ideal for couples; Near public transportation  
7397118,Luxury apartment; Unique architectural design; Spacious living areas  
7429318,Central location; Close to shopping areas; Near public transportation  
